Timestamp,בעיה,דוגמה מהחיים / הסבר,Source1,Link1,Source2,Link2,Source 3,Link 3,כל אדם,אישה,גבר,להטב׳׳ק,ערבי/ה,דרוזי/ת,יהודי/ה חילוני/ת,יהודי/ה רפורמי/ת,חרדי,חרדית,יהודי/ה דתי/ה ,יהודי/ה דתי/ה ליברלי/ת,יהודי/ה מסורתי/ת,סטודנט/ית,סגל אקדמי,שכיר/ה,עצמאי/ת,עובד/ת במגזר הציבורי,עובד/ת המגזר השלישי,חייל/ת,משרת/ת במילואים,לא שרתתי בצבא,אזרח/ית ותיק/ה,גר/ה בפריפריה,משתמש/ת בתחבורה ציבורית,בעל/ת מוגבלות,הורה יחידני/ת,הורה לילדים בחינוך הממלכתי,עולה חדש/ה,תיכוניסט/ית בחינוך הממלכתי,תלמיד/ת חטיבת ביניים בחינוך הממלכתי,שוטרים/ות ואנשי/נשות קבע,מיוצאי אתיופיה,
3/5/2023 23:43:02,ההגנה על איכות הסביבה ועל משאבי הטבע השייכים לציבור ייפגעו,"הולכים לחוף הים? בג׳׳צ מוודא שיהיו גם חופי רחצה ללא תשלום. אוהבים לטייל בטבע? כשהממשלה ביקשה לסלול כביש מהיר תוך פגיעה באוצרות טבע, מבלי לבחון אפשרויות חלופיות, בג׳׳צ חייב אותה לערוך בחינה כזו ",עמדת ארגוני הסביבה שהוגשה לועדת חוקה חוק ומשפט,https://fs.knesset.gov.il/25/Committees/25_cs_bg_1782787.pdf,בג׳׳ץ 4842/05 אדם טבע ודין,https://www.nevo.co.il/psika_html/elyon/05058240-r33.htm,אתר גל ירוק,https://galyarok.co.il/the-consequences-of-the-legal-reform-on-environmental-protection-and-public-health-02-2023/,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
3/5/2023 23:48:46,החמרת הכפיה הדתית בצבא וההשפעה של גורמים דתיים על חיילים כתוצאה משינוי במעמד הרב הצבאי,"קיים חשש להתנגשות בין הנחיות המפקדים להנחיות הלכתיות של הרב הצבאי, למשל בהחלטות הקשורות לשבת, לכשרות ואף בהחלטות אסטרטגיות של הצבא. בנוסף, הרב הצבאי יוכל להוביל לצמצום האפשרויות הפתוחות בפני נשים מטעמי הלכה.",בג׳׳ץ 1823/15 בן פורת,https://main.knesset.gov.il/Activity/Legislation/Laws/pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2165915,בכירים בצה׳׳ל נגד ההצעה להכפפת הרב הצבאי לרב הראשי,https://www.ynet.co.il/news/article/rynlvfrts,סעיף 99 להסכם הקואליציוני עם סיעת הציונות הדתית,https://main.knesset.gov.il/mk/government/Documents/CA37-RZ.pdf,,,,,,,1,1,,,,1,1,,,,,,,1,1,,,,,,,,,1,,,,
3/5/2023 23:53:02,הדרת נשים חרדיות מייצוג בכנסת,"עד בג׳׳צ בן-פורת, למפלגות החרדיות היה סעיף בתקנון שאוסר על נשים להיות חברות במפלגה ולהתמודד לכנסת. בעקבות הדיון בבג׳׳צ בוטל סעיף זה בשל הפגיעה בשוויון ונפתחה הדרך לעתירה נוספת מצד אישה שתיחסם דרכה להיבחר. הפגיעה בסמכויות הביקורת השיפוטית צפויה למנוע אפשרות כזו",פסק-דין בתיק בג׳׳ץ 1823/15,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts%5C15%5C230%5C018%5Cv28&fileName=15018230.V28&type=2,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
3/6/2023 19:22:22,פגיעה באיכות החינוך הממלכתי בשל הסטת תקציבים לטובת החינוך החרדי והממלכתי-דתי,"הורה לילד/ה בחינוך הממלכתי? לפי ההסכמים הקואליציוניים יוגדל המימון של מוסדות חרדיים שפטורים מלימודי ליבה וכן של מוסדות חינוך ממלכתי-דתי, זה יבוא בהכרח על חשבון החינוך הממלכתי. למרות הפגיעה בשויון בג׳׳צ לא יוכל להתערב",השלכות ההסכמים הקואליציוניים על החינוך הממלכתי,https://www.youtube.com/watch?v=wEqIwX17Kg0&t=287s,השלכות ההסכמים הקואליציוניים על החינוך הממלכתי חלק 2,https://www.youtube.com/watch?v=DVoCn6q_b7g&feature=youtu.be,סעיף 118 להסכם הקואליציוני עם סיעת ש׳׳ס,https://main.knesset.gov.il/mk/government/Documents/CA37-Shas.pdf,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,
,פגיעה באיכות החינוך הממלכתי בשל הסטת תקציבים לטובת החינוך החרדי והממלכתי-דתי,"לומד/ת בחינוך הממלכתי? לפי ההסכמים הקואליציוניים יוגדל המימון של מוסדות חרדיים שפטורים מלימודי ליבה וכן של מוסדות חינוך ממלכתי-דתי, זה יבוא בהכרח על חשבון החינוך הממלכתי. למרות הפגיעה בשויון בג׳׳צ לא יוכל להתערב",השלכות ההסכמים הקואליציוניים על החינוך הממלכתי,https://www.youtube.com/watch?v=wEqIwX17Kg0&t=287s,השלכות ההסכמים הקואליציוניים על החינוך הממלכתי חלק 2,https://www.youtube.com/watch?v=DVoCn6q_b7g&feature=youtu.be,סעיף 118 להסכם הקואליציוני עם סיעת ש׳׳ס,https://main.knesset.gov.il/mk/government/Documents/CA37-Shas.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
3/6/2023 20:50:26,אפליה של תלמידים בחינוך הערבי,"כבר כיום, התיקצוב לתלמיד בחינוך היהודי-חילוני גבוה ב-13% מאשר במגזר הערבי, ובחינוך היהודי-דתי גבוה ב-40%. הפער הזה עלול להחריף משמעותית כי בלי ביקורת שיפוטית, לא יהיה מי שיוכל לעצור זאת",השלכות ההסכמים הקואליציוניים על החינוך הממלכתי,https://www.youtube.com/watch?v=wEqIwX17Kg0&t=287s,השלכות ההסכמים הקואליציוניים על החינוך הממלכתי חלק 2,https://www.youtube.com/watch?v=DVoCn6q_b7g&feature=youtu.be,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2023 20:57:08,תיקצוב מוסדות חינוך במיליארדים ללא לימודי ליבה וללא חינוך לערכים ליברליים -- פגיעה בעתיד של כולנו,"איך ייראה שוק העבודה כאשר אחוז גבוה מאזרחי המדינה כלל לא לומדים לימודי ליבה? איך תיראה המדינה כשרבים כל כך לא לומדים אזרחות ולא זוכים לחינוך לערכים כמו חירות ושוויון? הממשלה מתכוונת לאפשר ולחזק את המגמה הזו, ובג׳׳צ לא יוכל להתערב","ההסכם הקואליציוני עם סיעת ש׳׳ס, סעיף 120 ואילך",https://main.knesset.gov.il/mk/government/Documents/CA37-Shas.pdf,השלכות ההסכמים הקואליציוניים על החינוך הממלכתי,https://www.youtube.com/watch?v=wEqIwX17Kg0&t=287s,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3/6/2023 22:09:21,פגיעה בפנסיות ובזכות לקניין,"חושב/ת שהפנסיה שלך מובטחת? במדינות שעברו תהליך דומה לזה שמתוכנן בישראל (כמו הונגריה וטורקיה), בשלב הבא ממשלות קיצצו בזכויות הפנסיה, כדי להשתמש בכספים האלה למטרות אחרות. מהלכים כאלה יהיו אפשרים רק כי בלי ביקורת חוקתית בג׳׳צ לא יוכל להגן מפני פגיעה בזכות הקניין.","נייר עמדה פורום המרצות והמרצים לדיני עבודה, עמ׳ 3",https://www.hujilawblog.com/single-post/פגיעה-בזכויות-העובדות-והעובדים-בעקבות-השינוי-המשטרי-בישראל,דה מרקר: כך עלולה ההפיכה המשטרית לסכן את חסכונות הפנסיה,https://www.themarker.com/markets/2023-02-22/ty-article/.premium/00000186-74e1-d265-afbe-77fbdad20000,דוגמה לכוונה לפגוע בפנסיה,https://www.funder.co.il/article/145369,,,,,,,,,,,,,,,,1,1,1,1,,,,1,,,,,,,,,1,,
3/6/2023 22:39:18,העדפה לחרדים בקבלה למשרות במגזר הציבורי -- על חשבון קבוצות אחרות,"מבקש/ת להתקבל לעבודה ברשות מקומית או תאגיד ציבורי? מספר גדל והולך של משרות יהיה ׳׳צבוע׳׳ לחרדים בלבד. מעבר לאפליה, תהיה פגיעה באיכות השירות, כי לאו דווקא יקחו לתפקיד את המוכשרים ביותר. בג׳׳צ לא יוכל להתערב",סעיף 165 להסכם הקואליציוני עם סיעת ש׳׳ס,https://main.knesset.gov.il/mk/government/Documents/CA37-Shas.pdf,,,,,,,,,1,1,1,1,,,,1,1,1,,1,1,1,,1,,,,,,,,,1,,,,,
3/6/2023 22:55:59,אפליה בקבלה לעבודה למי שלא שירתו בצבא,"מבקש/ת להתקבל לעבודה בשירות המדינה? אם לא שירתת בצה׳׳ל, סיכוייך יקטנו משמעותית",סעיף 138 להסכם הקואליציוני עם עוצמה יהודית,https://main.knesset.gov.il/mk/government/Documents/CA37-Otzma.pdf,"הצעת חוק שירות המדינה (מינויים) (תיקון - מתן העדפה למשרתים בהעדפה מתקנת), התשפ׳׳א-2021",https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157371,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
3/6/2023 23:04:17,אפליה בקבלה ללימודים למי שלא שירתו בצבא,"רוצה להתקבל ללימודים באוניברסיטה או מכללה? הממשלה מתכננת לקבוע העדפה ליוצאי צבא בקבלה לפקולטות בפקולטות תחרותיות (רפואה, משפטים, מדעי המחשב, ראיית חשבון, הנדסה) בכל מוסדות ההשכלה הגבוהה, על חשבון מועמדים מצטיינים שלא שירתו בצבא מסיבות שונות. בג׳׳צ לא יוכל להתערב",סעיף 20 להסכם הקואליציוני עם סיעת הציונות הדתית,https://main.knesset.gov.il/mk/government/Documents/CA37-RZ.pdf,סעיף 20 להסכם הקואליציוני עם עוצמה יהודית,https://main.knesset.gov.il/mk/government/Documents/CA37-Otzma.pdf,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
3/6/2023 23:08:43,פגיעה בחופש של מורים להתבטא בשיעורים,"הקואליציה מאשימה בקלות רבה אזרחים ערבים שמבטאים ביקורת כלפי צה׳׳ל או המדינה שהם תומכי טרור. כעת היא תוכל לפטר מורים על בסיס התבטאויות לגיטימיות, מבלי שניתן יהיה למנוע זאת. בהעדר ביקורת שיפוטית אפקטיבית, חופש הביטוי עלול להפגע קשות.",סעיף 122 להסכם הקואליציוני עם סיעת עוצמה יהודית,https://main.knesset.gov.il/mk/government/Documents/CA37-Otzma.pdf,,,,,,,,,1,1,1,1,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,
3/6/2023 23:26:18,פגיעה בזכות ההתאגדות בארגוני עובדים ובזכות השביתה  ,"חבר/ה בארגון עובדים או רוצה להיות חבר/ה בעתיד? ישנה כוונה, שבאה לידי ביטוי בהצעת חוק של ח׳׳כ שמחה רוטמן, להגביל באופן דרמטי את האפשרות של עובדים להתאגד ולשבות ואת הכוח של ארגוני עובדים לפעול באופן אפקטיבי. כתוצאה מכך ייפגעו הזכויות של כלל העובדות והעובדים, ולמרות הפגיעה בזכויות חוקתיות, בג׳׳צ לא יוכל להתערב","הצעת חוק דיני העבודה (תיקוני חקיקה), התשפ''ג–2023",https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2199824,נייר עמדה פורום המרצות והמרצים לדיני עבודה,https://www.hujilawblog.com/single-post/פגיעה-בזכויות-העובדות-והעובדים-בעקבות-השינוי-המשטרי-בישראל,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,1,,,,
3/6/2023 23:29:33,פגיעה בביטחון תעסוקתי ,"נהנים מקביעות בעבודה או חולמים על קביעות? ישנה כוונה, שבאה לידי ביטוי בהצעת חוק של ח׳׳כ שמחה רוטמן, לאסור על כל הסכם שמקנה לעובד/ת קביעות בעבודה. למרות הפגיעה בחופש החוזים להסכים על חוזה כזה, והפגיעה בזכות ההתאגדות בשל ביטול הסכמים קיבוציים שהסדירו זאת, בג׳׳צ לא יוכל להתערב","הצעת חוק דיני העבודה (תיקוני חקיקה), התשפ׳׳ג-2023",https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2199824,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,
3/6/2023 23:46:51,פגיעה ביכולת של בית הדין לעבודה ליישב סכסוכי עבודה ולמנוע שביתות מיותרות,"בתי הדין לעבודה משמשים גורם מרכזי ביישוב סכסוכים, בעיקר ברמה הקיבוצית. מינוי של שופטים באופן פוליטי וביטול עצמאות הרשות השופטת יביאו לכך שבית הדין לא יוכל עוד להיחשב כגורם ניטרלי ולזכות באמון הצדדים כדי לסייע ליישוב סכסוכים",נייר עמדה פורום המרצות והמרצים לדיני עבודה,https://www.hujilawblog.com/single-post/פגיעה-בזכויות-העובדות-והעובדים-בעקבות-השינוי-המשטרי-בישראל,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,
3/6/2023 23:54:28,"צמצום הגנות לעובדים/ות כמו חובת שימוע לפני פיטורים, הגנה מפני התעמרות בעבודה, מכוח עילת הסבירות","בתי הדין לעבודה מספקים לעובדים ולעובדות הגנות רחבות, בין היתר תוך שימוש בעילת הסבירות, ובפיתוח הגנות חדשות מעת לעת, כאשר מתעורר הצורך בכך. פוליטיזציה במינוי שופטים צפויה להביא לביטול הלכות כאלה ולמניעת פיתוח של דיני העבודה ברוח זו בעתיד. זאת, מאחר שהשלטון הנוכחי צפוי למנות שופטים שמתנגדים לתכליות של דיני העבודה, וכמו כן, שופטים שיבקשו לרצות את מי שמינו אותם ויכולים לקדם אותם.",נייר עמדה פורום המרצות והמרצים לדיני עבודה,https://www.hujilawblog.com/single-post/פגיעה-בזכויות-העובדות-והעובדים-בעקבות-השינוי-המשטרי-בישראל,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,1,,
,פגיעה בחופש האקדמי ורדיפת מרצים בשל דעותיהם הפוליטיות ,"בהעדר ביקורת שיפוטית אפקטיבית, לא ניתן יהיה להגן על מרצים וחוקרים מפני פגיעה. כמו כן, יש חשש כבד להתערבות ממשלתית בתכנים של קורסים באקדמיה כמו במדינות אחרות שעברו תהליך דומה של פגיעה בעצמאות הרשות השופטת",נייר עמדה בנושא החופש האקדמי,https://7c4142d1-732b-4358-bdc3-d62bbc38a9ad.usrfiles.com/ugd/a3e4e4_31d8faf3f16f41699c93281d2f0d64bf.pdf,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
3/7/2023 0:24:11,פגיעה בחופש הביטוי ובארגוני החברה האזרחית,"חשוב לך שמותר יהיה להשמיע גם דעות לא פופולריות? שארגוני החברה האזרחית יוכלו לפעול ולסייע לקבוצות מיעוט ובכלל? במדינות שעברו תהליך דומה של הפיכה משטרית הוגבל חופש הביטוי והוטלו מגבלות על ארגוני חברה אזרחית. הממשלה כבר מתכוונת להטיל מס על ארגונים כמו ׳׳קו לעובד׳׳, ׳׳האגודה לזכויות האזרח׳׳ ו-׳׳עדאלה׳׳ שנעזרים בתרומות מחו׳׳ל",נייר עמדה בנושא השלכות ההפיכה המשטרית על המשפט הפלילי,https://221fecf6-5588-4c13-998e-7da055e5279b.usrfiles.com/ugd/a3e4e4_3a3e97ff51ce4ee293e460de48dd3604.pdf,סעיף 136 להסכם הקואליציוני עם סיעת עוצמה יהודית,https://main.knesset.gov.il/mk/government/Documents/CA37-Otzma.pdf,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
3/7/2023 13:21:30,אי-שוויון בקבלת שירות רפואי,"זקוק/ה לשירותי רפואה ברמה גבוהה? בקרוב יתכן שתזדקק/י לשלם יותר כדי לקבל אותם. שירותי רפואה פרטיים (שר׳׳פ) יוצרים אפליה בטיפול רפואי על בסיס יכולת כלכלית, ולכן הוגבלו בשנים האחרונות על ידי הייעוץ המשפטי ובתי המשפט. בהעדר ייעוץ משפטי עצמאי מחייב, ובהעדר ביקורת שיפוטית אפקטיבית, ניתן לצפות להחרפת אי-השוויון.",נייר עמדה החלוקים הלבנים,https://drive.google.com/file/d/12feI8lj_Ir6s7p7VI8YwWfhGkd20x312/view,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2023 1:14:54,"אפליה על רקע לאום במכרזים, תכנון והקצאת קרקעות","הממשלה מתכננת לתת העדפה ליהודים, ויוצאי צבא בפרט, בתחומי התכנון, המכרזים והקצאת קרקעות. בהעדר ביקורת שיפוטית אפקטיבית, בתי המשפט לא יוכלו להתערב.","סעיפים 81, 110 להסכם הקואליציוני עם סיעת עוצמה יהודית",https://main.knesset.gov.il/mk/government/Documents/CA37-Otzma.pdf,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
3/8/2023 1:26:47,כשרות אלטרנטיבית לא תוכר,מספיקה לך כשרות אלטרנטיבית? לא תהיה שום גמישות למי שאינו עומד בכללים הנוקשים של הרבנות הראשית - ובג׳׳צ לא יוכל להתערב. כשרות של הרבנות הראשית גם יקרה יותר ולכן סביר שבתי עסק שיאלצו לעבור לכשרות של הרבנות הראשית יעלו מחירים כדי להתמודד עם העלויות הנוספות.,"סעיף 92, 94 להסכם הקואליציוני עם הציונות הדתית",https://main.knesset.gov.il/mk/government/Documents/CA37-RZ.pdf,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,1,,,,,
3/8/2023 1:26:47,"גיור לא יוכר אלא אם הוא אורתודוקסי וכפוף לרבנות הראשית, כשרות אלטרנטיבית לא תוכר",רוצה או צריך/צריכה להתגייר? לא תהיה שום גמישות למי שאינו עומד בכללים הנוקשים של הרבנות הראשית - ובג׳׳צ לא יוכל להתערב,"סעיף 92, 94 להסכם הקואליציוני עם הציונות הדתית",https://main.knesset.gov.il/mk/government/Documents/CA37-RZ.pdf,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,1,,,,,
3/8/2023 2:34:36,כוונה לפסול מפלגות ערביות מהתמודדות בבחירות,לאורך השנים נעשו ניסיונות לפסול מפלגות בטענה שאינן רואות בישראל מדינה יהודית ודמוקרטית או בטענה של תמיכה בטרור. בתי המשפט מנעו זאת ברוב המקרים. כעת יש כוונה לתקן את החוק באופן שיקל על פסילת מפלגות ערביות וימנע אפשרות לביקורת שיפוטית,סעיף 131 להסכם הקואליציוני עם סיעת עוצמה יהודית,https://main.knesset.gov.il/mk/government/Documents/CA37-Otzma.pdf,גלובס: נסיון לפסילת מפלגה ערבית,https://www.globes.co.il/news/article.aspx?did=1001425761,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
